lat,long,date,time,region
13.0835095,123.9957977,18/02/2023,,Region V - Bicol Region
13.0902,123.6273,12/09/2010,,Region V - Bicol Region
13.0965,121.3455,21/10/2024,14:00:00,Region IV-B - MIMAROPA
13.1004,123.8421,12/29/2010,,Region V - Bicol Region
13.1224,123.7292,19/12/2022,,Region V - Bicol Region
13.1238,121.2609,23/10/2024,,Region IV-B - MIMAROPA
13.1358,123.3608,11/04/2010,,Region V - Bicol Region
13.1614,123.3344,05/08/2011,,Region V - Bicol Region
13.17,123.6065,30/07/2022,08:30:00,Region V - Bicol Region
13.19074294,123.6180333,10/20/2016,,Region V - Bicol Region
13.1954,123.5935,22/08/2022,12:00:00,Region V - Bicol Region
13.2209,124.0345,21/01/2023,,Region V - Bicol Region
13.2293,123.5685,22/08/2022,12:00:00,Region V - Bicol Region
13.28549037,123.7297874,05/28/2013,,Region V - Bicol Region
13.2959,123.4848,10/01/2011,,Region V - Bicol Region
13.3125,123.7465,08/16/2010,,Region V - Bicol Region
13.3201,123.5841,12/27/2012,,Region V - Bicol Region
13.3207,123.2658,05/08/2011,,Region V - Bicol Region
13.325,122.5347,11/11/2020,19:00:00,Region IV-A - CALABARZON
13.3481,123.5074,05/08/2011,,Region V - Bicol Region
13.4567,123.6793,01/01/2011,,Region V - Bicol Region
13.4721,123.5262,16/01/2023,12:30:00,Region V - Bicol Region
13.4752,121.9005,29/10/2022,,Region IV-B - MIMAROPA
13.4895,123.6197,22/10/2024,,Region V - Bicol Region
13.5038,120.9075,27/07/2023,,Region IV-B - MIMAROPA
13.514,123.3809,19/01/2023,12:04:00,Region V - Bicol Region
13.5283,121.8681,21/01/2023,13:01:00,Region IV-B - MIMAROPA
13.5376,122.4438,12/11/2020,09:00:00,Region IV-A - CALABARZON
13.5405,123.578,06/01/2023,07:00:00,Region V - Bicol Region
13.5983,124.1003,01/23/2014,,Region V - Bicol Region
13.6042,123.52,01/14/2014,,Region V - Bicol Region
13.6048,123.5215,12/10/2008,,Region V - Bicol Region
13.6141,124.2977,17/01/2023,,Region V - Bicol Region
13.6214,122.5185,23/10/2024,18:00:00,Region IV-A - CALABARZON
13.6214,122.5185,12/11/2020,09:00:00,Region IV-A - CALABARZON
13.6262,124.2994,17/01/2023,,Region V - Bicol Region
13.6275,124.3077,19/02/2023,00:00:00,Region V - Bicol Region
13.64,123.2804,09/05/2012,,Region V - Bicol Region
13.6404,124.3192,17/01/2023,,Region V - Bicol Region
13.6548,124.378,17/01/2023,,Region V - Bicol Region
13.6586,124.3493,17/01/2023,,Region V - Bicol Region
13.6648,124.3825,13/01/2023,,Region V - Bicol Region
13.6659,123.4384,30/10/2022,,Region V - Bicol Region
13.6752,124.0969,19/12/2022,,Region V - Bicol Region
13.6845,124.1177,01/11/2014,,Region V - Bicol Region
13.6862,124.264,10/04/2009,,Region V - Bicol Region
13.6882,124.3923,17/01/2023,,Region V - Bicol Region
13.6892,123.8126,21/01/2023,09:00:00,Region V - Bicol Region
13.707587,123.739073,09/12/2017,,Region V - Bicol Region
13.7084,123.2388,07/25/2011,,Region V - Bicol Region
13.7101,123.7428,29/01/2023,21:35:00,Region V - Bicol Region
13.7101,123.7428,27/10/2022,,Region V - Bicol Region
13.7112,123.6531,18/01/2023,18:00:00,Region V - Bicol Region
13.7142,121.0645,23/10/2024,06:50:00,Region IV-A - CALABARZON
13.7142,121.0645,22/07/2024,,Region IV-A - CALABARZON
13.7215,122.9813,30/10/2022,,Region V - Bicol Region
13.7273,123.7398,19/12/2022,10:28:00,Region V - Bicol Region
13.7299,123.5921,20/01/2023,07:00:00,Region V - Bicol Region
13.7299,123.5921,18/12/2022,12:00:00,Region V - Bicol Region
13.7313,123.6934,27/10/2022,,Region V - Bicol Region
13.7336,121.0767,23/10/2024,,Region IV-A - CALABARZON
13.7362,122.8481,30/10/2022,,Region V - Bicol Region
13.7442,123.5378,10/17/2016,,Region V - Bicol Region
13.757,124.379,09/20/2008,,Region V - Bicol Region
13.7647,124.1314,19/02/2023,07:30:00,Region V - Bicol Region
13.7681,121.1769,29/10/2022,,Region IV-A - CALABARZON
13.771,123.7502,17/01/2023,21:03:00,Region V - Bicol Region
13.771,123.7502,19/12/2022,16:02:00,Region V - Bicol Region
13.771,123.7502,27/10/2022,,Region V - Bicol Region
13.77195072,124.2689432,12/25/2016,,Region V - Bicol Region
13.77195072,124.2689432,25/12/2016,20:00:00,Region V - Bicol Region
13.7727,123.8391,19/02/2023,11:00:00,Region V - Bicol Region
13.776,123.5175,20/01/2023,11:34:00,Region V - Bicol Region
13.7769,124.2758,12/07/2008,,Region V - Bicol Region
13.7795,122.8708,27/10/2022,,Region V - Bicol Region
13.7998,124.2589,29/10/2022,,Region V - Bicol Region
13.7998349,124.2589415,19/12/2022,,Region V - Bicol Region
13.8021,124.4149,19/02/2023,11:00:00,Region V - Bicol Region
13.8021,124.4149,17/01/2023,,Region V - Bicol Region
13.8026,122.9023,19/12/2022,09:26:00,Region V - Bicol Region
13.8193,124.1754,05/19/2011,,Region V - Bicol Region
13.8217,120.9839,09/27/2013,,Region IV-A - CALABARZON
13.824,123.7612,28/10/2022,,Region V - Bicol Region
13.8322,124.3986,14/01/2023,06:00:00,Region V - Bicol Region
13.8383,124.2714,01/19/2015,,Region V - Bicol Region
13.8438,124.2805,17/01/2023,,Region V - Bicol Region
13.8591,122.295,12/11/2020,11:30:00,Region IV-A - CALABARZON
13.8621,124.3982,17/01/2023,,Region V - Bicol Region
13.87,124.3885,17/01/2023,,Region V - Bicol Region
13.8731,124.3332,19/02/2023,11:00:00,Region V - Bicol Region
13.8731,124.3332,17/01/2023,,Region V - Bicol Region
13.8758,124.3099,09/26/2011,,Region V - Bicol Region
13.8785,123.671,17/01/2023,15:30:00,Region V - Bicol Region
13.8801,124.3075,09/26/2011,,Region V - Bicol Region
13.8815,124.1538,22/10/2024,,Region V - Bicol Region
13.8868,120.975,29/10/2022,,Region IV-A - CALABARZON
13.8937,122.454,23/10/2024,08:00:00,Region IV-A - CALABARZON
13.8957,121.1058,29/10/2022,,Region IV-A - CALABARZON
13.9052,124.325,19/02/2023,11:00:00,Region V - Bicol Region
13.907,122.447,12/11/2020,09:00:00,Region IV-A - CALABARZON
13.913123,122.604628,26/12/2017,06:00:00,Region V - Bicol Region
13.9176,122.1009,10/18/2014,,Region IV-A - CALABARZON
13.9208,121.0432,24/10/2024,,Region IV-A - CALABARZON
13.9229,123.3342,20/01/2023,14:00:00,Region V - Bicol Region
13.9294,121.821,25/10/2020,05:00:00,Region IV-A - CALABARZON
13.9352,123.6601,19/12/2022,11:00:00,Region V - Bicol Region
13.936,122.0774,12/11/2020,11:30:00,Region IV-A - CALABARZON
13.9472,121.0826,24/10/2024,,Region IV-A - CALABARZON
13.9512,122.2959,12/11/2020,03:00:00,Region IV-A - CALABARZON
13.9512,122.2959,01/11/2020,09:00:00,Region IV-A - CALABARZON
13.9716,121.9162,09/13/2009,,Region IV-A - CALABARZON
13.9741,120.6778,25/10/2024,,Region IV-A - CALABARZON
13.9948,121.835,29/10/2022,,Region IV-A - CALABARZON
14.0054,122.1812,11/11/2020,19:00:00,Region IV-A - CALABARZON
14.0135,121.5924,11/11/2020,23:49:00,Region IV-A - CALABARZON
14.0189,120.9353,24/10/2024,,Region IV-A - CALABARZON
14.0391,124.1621,01/13/2014,,Region V - Bicol Region
14.0433,121.2506,29/10/2022,18:00:00,Region IV-A - CALABARZON
14.0439,120.9031,06/03/2013,,Region IV-A - CALABARZON
14.0598,121.2986,02/14/2012,,Region IV-A - CALABARZON
14.0613,121.2424,24/10/2024,,Region IV-A - CALABARZON
14.0728,121.5082,12/18/2015,,Region IV-A - CALABARZON
14.0871,121.409,29/10/2022,10:30:00,Region IV-A - CALABARZON
14.0873,120.9665,29/10/2022,,Region IV-A - CALABARZON
14.0995,121.0985,12/19/2015,,Region IV-A - CALABARZON
14.1081,121.6887,26/05/2024,18:15:00,Region IV-A - CALABARZON
14.1088,121.753,15/11/2023,16:49:00,Region IV-A - CALABARZON
14.1091,120.9924,29/10/2022,,Region IV-A - CALABARZON
14.117,121.5702,26/05/2024,,Region IV-A - CALABARZON
14.1214,121.3035,12/11/2020,05:20:00,Region IV-A - CALABARZON
14.1219,121.7418,15/11/2023,14:48:00,Region IV-A - CALABARZON
14.1275,121.5278,26/05/2024,,Region IV-A - CALABARZON
14.1286,121.7326,15/11/2023,14:48:00,Region IV-A - CALABARZON
14.1295,120.9332,23/10/2024,12:00:00,Region IV-A - CALABARZON
14.1329,121.5539,26/05/2024,,Region IV-A - CALABARZON
14.1345,121.6284,26/05/2024,,Region IV-A - CALABARZON
14.1382,122.2561,12/11/2020,13:00:00,Region IV-A - CALABARZON
14.147,121.0037,12/11/2020,21:30:00,Region IV-A - CALABARZON
14.1479,121.5927,26/05/2024,11:53:00,Region IV-A - CALABARZON
14.1555,122.8309,22/10/2024,,Region V - Bicol Region
14.1557,121.4904,25/10/2020,06:30:00,Region IV-A - CALABARZON
14.157,121.6398,26/05/2024,,Region IV-A - CALABARZON
14.1571,121.3718,29/10/2022,23:00:00,Region IV-A - CALABARZON
14.1696,120.9245,26/10/2020,14:00:00,Region IV-A - CALABARZON
14.1869,121.5067,25/10/2020,02:00:00,Region IV-A - CALABARZON
14.1876,122.5077,13/11/2020,12:00:00,Region V - Bicol Region
14.18809,122.92357,19/12/2022,09:30:00,Region V - Bicol Region
14.192,121.7333,26/05/2024,17:57:00,Region IV-A - CALABARZON
14.192,121.7333,29/10/2022,,Region IV-A - CALABARZON
14.1939,121.1481,12/14/2016,,Region IV-A - CALABARZON
14.194,121.1481,09/09/2009,,Region IV-A - CALABARZON
14.1956,120.8628,29/10/2022,,Region IV-A - CALABARZON
14.2028,121.1635,29/10/2022,,Region IV-A - CALABARZON
14.2138,121.0105,02/20/2012,,Region IV-A - CALABARZON
14.2176,121.1241,12/11/2020,08:00:00,Region IV-A - CALABARZON
14.2201,121.7464,05/01/2023,16:49:00,Region IV-A - CALABARZON
14.2245,122.7663,02/12/2012,,Region V - Bicol Region
14.2311,121.5081,29/10/2022,08:30:00,Region IV-A - CALABARZON
14.2516,122.6556,25/11/2023,16:25:00,Region V - Bicol Region
14.2644,121.463,24/10/2024,,Region IV-A - CALABARZON
14.2712,122.7809,13/11/2020,12:00:00,Region V - Bicol Region
14.2757,122.6781,05/01/2023,09:10:00,Region V - Bicol Region
14.2803,122.788,22/10/2024,,Region V - Bicol Region
14.284,122.7127,05/01/2023,08:50:00,Region V - Bicol Region
14.284,122.7127,25/11/2023,13:30:00,Region V - Bicol Region
14.2847,122.6763,25/11/2023,13:52:00,Region V - Bicol Region
14.28588,122.6758,18/12/2022,18:20:00,Region V - Bicol Region
14.2894,122.6692,05/01/2023,09:27:00,Region V - Bicol Region
14.2894,122.6692,25/11/2023,14:32:00,Region V - Bicol Region
14.2898,122.6917,23/10/2024,12:00:00,Region V - Bicol Region
14.2965,122.4713,15/11/2023,12:00:00,Region V - Bicol Region
14.2991,122.7001,05/01/2023,09:49:00,Region V - Bicol Region
14.2991,122.7001,25/11/2023,13:29:00,Region V - Bicol Region
14.3128,120.9627,23/07/2024,,Region IV-A - CALABARZON
14.3152,120.9156,27/08/2023,10:49:00,Region IV-A - CALABARZON
14.3156,121.0144,02/09/2024,08:44:00,Region IV-A - CALABARZON
14.3178,121.0249,01/09/2024,19:23:00,Region IV-A - CALABARZON
14.3181,120.9617,23/07/2024,,Region IV-A - CALABARZON
14.319,121.0505,25/10/2020,20:00:00,Region IV-A - CALABARZON
14.3198,122.5422,14/11/2023,08:00:00,Region V - Bicol Region
14.3275,121.0272,02/09/2024,11:35:00,Region IV-A - CALABARZON
14.3609,121.4842,23/10/2024,,Region IV-A - CALABARZON
14.3656,121.387,22/10/2024,12:00:00,Region IV-A - CALABARZON
14.3656,121.6596,23/10/2024,14:00:00,Region IV-A - CALABARZON
14.4084,121.4052,24/10/2024,14:15:00,Region IV-A - CALABARZON
14.4084,121.4052,29/10/2022,11:00:00,Region IV-A - CALABARZON
14.4084,121.4052,12/11/2020,08:07:00,Region IV-A - CALABARZON
14.4315,120.4851,07/01/2011,,Region III - Central Luzon
14.4321,121.214,04/01/2023,10:00:00,Region IV-A - CALABARZON
14.4361,120.473,29/08/2023,,Region III - Central Luzon
14.4544,121.1982,01/27/2011,,Region IV-A - CALABARZON
14.4544,121.1982,15/10/2016,22:00:00,Region IV-A - CALABARZON
14.4696,120.4787,27/08/2023,,Region III - Central Luzon
14.4696,120.4787,01/09/2023,,Region III - Central Luzon
14.4774,121.19,17/09/2024,08:00:00,Region IV-A - CALABARZON
14.4783,121.4465,24/10/2024,,Region IV-A - CALABARZON
14.483,121.5466,05/01/2023,,Region IV-A - CALABARZON
14.4864,121.2333,11/11/2020,21:30:00,Region IV-A - CALABARZON
14.4929,120.5,29/08/2023,,Region III - Central Luzon
14.5091,121.4072,23/10/2024,,Region IV-A - CALABARZON
14.527,121.4373,24/10/2024,21:38:00,Region IV-A - CALABARZON
14.545,121.56,10/01/2009,,Region IV-A - CALABARZON
14.5518,121.5715,12/11/2020,08:00:00,Region IV-A - CALABARZON
14.56389,121.14444,26/05/2024,08:45:00,Region IV-A - CALABARZON
14.5692,121.1352,23/07/2023,18:43:00,Region IV-A - CALABARZON
14.5703,121.1682,06/02/2012,,Region IV-A - CALABARZON
14.5725,121.5481,05/01/2023,,Region IV-A - CALABARZON
14.5733,121.6188,12/11/2020,08:00:00,Region IV-A - CALABARZON
14.5733,121.6188,29/10/2022,,Region IV-A - CALABARZON
14.5743502,121.14904,23/07/2024,20:17:00,Region IV-A - CALABARZON
14.57439,121.131,24/07/2024,09:00:00,Region IV-A - CALABARZON
14.57439,121.131,24/07/2024,11:30:00,Region IV-A - CALABARZON
14.576,121.1714,24/07/2024,08:26:00,Region IV-A - CALABARZON
14.5767,121.4432,10/08/2009,,Region IV-A - CALABARZON
14.5772,121.1336,24/07/2024,03:46:00,Region IV-A - CALABARZON
14.5814354,121.1992008,25/07/2024,00:01:00,Region IV-A - CALABARZON
14.5854,121.0709,10/20/2016,,NCR - National Capital Region
14.5861,121.1822,02/09/2024,07:59:00,Region IV-A - CALABARZON
14.5861,121.1822,24/07/2024,05:00:00,Region IV-A - CALABARZON
14.5861,121.1822,23/07/2024,,Region IV-A - CALABARZON
14.587,121.1758,23/08/2022,18:40:00,Region IV-A - CALABARZON
14.5894,121.07,10/25/2012,,NCR - National Capital Region
14.5902,121.168,05/27/2011,,Region IV-A - CALABARZON
14.5923,121.2727,24/07/2023,21:20:00,Region IV-A - CALABARZON
14.5999,120.5791,27/08/2023,07:30:00,Region III - Central Luzon
14.601,120.9762,10/18/2010,,NCR - National Capital Region
14.6028,121.1974,23/07/2024,,Region IV-A - CALABARZON
14.6046311,121.1751292,01/13/2014,,Region IV-A - CALABARZON
14.6097,121.1613,16/07/2023,20:00:00,Region IV-A - CALABARZON
14.6187,121.1405,24/10/2024,08:00:00,Region IV-A - CALABARZON
14.62008,121.2094,15/07/2023,15:00:00,Region IV-A - CALABARZON
14.6267,121.1795,24/10/2024,,Region IV-A - CALABARZON
14.6296,121.1202,24/10/2024,08:00:00,Region IV-A - CALABARZON
14.6296,121.1202,02/09/2024,17:00:00,Region IV-A - CALABARZON
14.6317528,121.14771,24/07/2024,08:15:00,Region IV-A - CALABARZON
14.6332,121.1383,02/09/2024,10:00:00,Region IV-A - CALABARZON
14.6444,121.0335,06/24/2011,,NCR - National Capital Region
14.6533,121.6034,10/19/2010,,Region IV-A - CALABARZON
14.6618,121.1447,01/09/2023,05:00:00,Region IV-A - CALABARZON
14.675,121.15,02/15/2012,,Region IV-A - CALABARZON
14.6759,121.2397,09/27/2009,,Region IV-A - CALABARZON
14.6803,121.1181,01/09/2023,05:00:00,Region IV-A - CALABARZON
14.6833,120.5333,10/07/2013,,Region III - Central Luzon
14.7012,121.1325,01/09/2023,05:00:00,Region IV-A - CALABARZON
14.7056049,121.2484,24/07/2024,17:05:00,Region IV-A - CALABARZON
14.7064,121.5992,20/01/2021,23:00:00,Region IV-A - CALABARZON
14.7171,121.6171,16/12/2015,23:00:00,Region IV-A - CALABARZON
14.7333,121.6,09/11/2013,,Region IV-A - CALABARZON
14.7559,121.2024,07/23/2014,,Region IV-A - CALABARZON
14.8239,121.1589,12/11/2020,,Region IV-A - CALABARZON
14.8271,120.2685,07/09/2016,,Region III - Central Luzon
14.8304,120.2733,21/09/2024,,Region III - Central Luzon
14.8333,120.2833,06/23/2011,,Region III - Central Luzon
14.836,120.2761,08/30/2011,,Region III - Central Luzon
14.8435,120.2683,10/01/2016,,Region III - Central Luzon
14.8436,121.9694,05/01/2023,07:00:00,Region IV-A - CALABARZON
14.8489,120.2652,07/09/2016,,Region III - Central Luzon
14.8598,121.0701,04/09/2024,,Region III - Central Luzon
14.8753,120.1848,04/09/2024,14:25:00,Region III - Central Luzon
14.8851,120.2329,09/22/2013,,Region III - Central Luzon
14.8977,120.2377,10/18/2010,,Region III - Central Luzon
14.923,121.0246,02/17/2017,,Region III - Central Luzon
14.9715,120.1567,28/08/2023,,Region III - Central Luzon
14.9746,120.2118,04/09/2023,,Region III - Central Luzon
15.0299,120.7805,04/09/2024,,Region III - Central Luzon
15.1718,120.7653,10/12/2013,,Region III - Central Luzon
15.2662,120.2051,09/09/2009,,Region III - Central Luzon
15.596,121.4911,11/11/2020,,Region III - Central Luzon
15.728,121.5989,06/09/2011,,Region III - Central Luzon
15.7833,121.4667,09/07/2017,,Region III - Central Luzon
15.8228,121.4923,05/28/2017,,Region III - Central Luzon
15.8716,120.5739,10/16/2010,,Region I - Ilocos Region
15.954,120.9766,01/02/2011,,Region III - Central Luzon
15.9841,120.2016,05/31/2010,,Region I - Ilocos Region
15.9949,121.6164,10/18/2010,,Region III - Central Luzon
16.0161,120.9637,10/18/2010,,Region III - Central Luzon
16.0309,121.9912,01/12/2014,,Region III - Central Luzon
16.0769,121.7536,11/23/2008,,Region III - Central Luzon
16.1509,120.4502,08/27/2011,,Region I - Ilocos Region
16.2233,121.6572,06/01/2023,,Region II - Cagayan Valley
16.224,120.4506,03/09/2024,17:00:00,Region I - Ilocos Region
16.2244,119.8625,15/07/2023,09:20:00,Region I - Ilocos Region
16.2282,121.1336,06/01/2023,,Region II - Cagayan Valley
16.2334,119.8578,15/07/2023,10:55:00,Region I - Ilocos Region
16.237,119.8052,15/07/2023,17:30:00,Region I - Ilocos Region
16.23854416,120.5171849,13/04/2017,17:00:00,CAR - Cordillera Administrative Region
16.2814,119.887,07/19/2015,,Region I - Ilocos Region
16.2852,120.5811,08/12/2013,,CAR - Cordillera Administrative Region
16.2867,120.5842,07/04/2015,,CAR - Cordillera Administrative Region
16.2867,120.5842,04/07/2015,23:00:00,CAR - Cordillera Administrative Region
16.2882,120.5875,08/27/2014,,CAR - Cordillera Administrative Region
16.2894,120.8579,26/07/2024,,Region II - Cagayan Valley
16.292,120.5941,08/16/2011,,CAR - Cordillera Administrative Region
16.3071,121.9836,11/04/2010,,Region III - Central Luzon
16.316,120.7414,08/20/2008,,CAR - Cordillera Administrative Region
16.3171,120.903,26/07/2024,,Region II - Cagayan Valley
16.3273,120.5753,12/28/2010,,CAR - Cordillera Administrative Region
16.3301,120.8681,26/07/2024,,Region II - Cagayan Valley
16.3335,120.6166,04/29/2010,,CAR - Cordillera Administrative Region
16.3407,120.8928,26/07/2024,,Region II - Cagayan Valley
16.3452,120.689,10/03/2009,,CAR - Cordillera Administrative Region
16.3562,120.8919,26/07/2024,,Region II - Cagayan Valley
16.358,120.8871,21/10/2020,03:30:00,Region II - Cagayan Valley
16.3597,120.5634,08/12/2013,,CAR - Cordillera Administrative Region
16.3602,120.4935,07/19/2015,,CAR - Cordillera Administrative Region
16.3602,120.4935,19/07/2015,07:00:00,CAR - Cordillera Administrative Region
16.3603,120.6757,07/12/2015,,CAR - Cordillera Administrative Region
16.3603,120.6757,12/07/2015,15:00:00,CAR - Cordillera Administrative Region
16.3617,120.8816,26/07/2024,,Region II - Cagayan Valley
16.3642,121.3566,21/10/2020,05:00:00,Region II - Cagayan Valley
16.36626096,120.6312641,01/28/2013,,CAR - Cordillera Administrative Region
16.36626096,120.6312641,24/05/2017,14:00:00,CAR - Cordillera Administrative Region
16.3666,120.6832,08/30/2010,,CAR - Cordillera Administrative Region
16.3671,120.6318,10/18/2010,,CAR - Cordillera Administrative Region
16.3694,120.6059,06/24/2011,,CAR - Cordillera Administrative Region
16.3727,120.6074,10/05/2013,,CAR - Cordillera Administrative Region
16.3782,121.1145,14/09/2024,17:00:00,Region II - Cagayan Valley
16.379,120.6,09/22/2008,,CAR - Cordillera Administrative Region
16.3793,120.9772,18/09/2024,15:24:00,Region II - Cagayan Valley
16.3798,120.6852,10/18/2010,,CAR - Cordillera Administrative Region
16.3802,120.8702,26/07/2024,,Region II - Cagayan Valley
16.3827,120.8969,26/07/2024,,Region II - Cagayan Valley
16.38880281,120.661961,16/09/2018,01:26:00,CAR - Cordillera Administrative Region
16.39,120.66,01/02/2011,,CAR - Cordillera Administrative Region
16.392,120.5996,06/19/2012,,CAR - Cordillera Administrative Region
16.4003,120.5876,05/27/2010,,CAR - Cordillera Administrative Region
16.4016,120.5967,08/28/2010,,CAR - Cordillera Administrative Region
16.402,120.597,10/05/2009,,CAR - Cordillera Administrative Region
16.40331346,120.589519,08/08/2009,,CAR - Cordillera Administrative Region
16.4034,120.5962,10/08/2009,,CAR - Cordillera Administrative Region
16.404676,120.595832,15/08/2016,20:00:00,CAR - Cordillera Administrative Region
16.4072,120.5829,02/07/2009,,CAR - Cordillera Administrative Region
16.4111,16.4111,02/09/2022,18:30:00,Region Not Found
16.41667698,120.9293411,16/09/2018,02:43:00,Region II - Cagayan Valley
16.4168,120.6151,03/09/2022,21:14:00,CAR - Cordillera Administrative Region
16.4185,120.6003,07/13/2015,,CAR - Cordillera Administrative Region
16.4187,120.6868,08/21/2015,,CAR - Cordillera Administrative Region
16.419,120.5832,09/26/2009,,CAR - Cordillera Administrative Region
16.419,120.5832,10/10/2016,23:00:00,CAR - Cordillera Administrative Region
16.4193,120.62,01/23/2011,,CAR - Cordillera Administrative Region
16.4244,120.678,08/19/2013,,CAR - Cordillera Administrative Region
16.4244,120.678,05/23/2011,,CAR - Cordillera Administrative Region
16.4251,121.3239,12/11/2020,02:00:00,Region II - Cagayan Valley
16.426,121.1542,29/10/2022,,Region II - Cagayan Valley
16.426,120.5823,08/20/2008,,CAR - Cordillera Administrative Region
16.427,120.587,09/22/2008,,CAR - Cordillera Administrative Region
16.4286,120.642,02/14/2012,,CAR - Cordillera Administrative Region
16.431356,120.65546,14/10/2017,17:00:00,CAR - Cordillera Administrative Region
16.4471,120.9626,26/07/2024,,Region II - Cagayan Valley
16.4512,120.9173,26/07/2024,,Region II - Cagayan Valley
16.4512,120.5733,10/19/2016,,CAR - Cordillera Administrative Region
16.4512,120.5733,19/10/2016,23:00:00,CAR - Cordillera Administrative Region
16.455,120.56,09/23/2008,,CAR - Cordillera Administrative Region
16.4564,120.5855,10/09/2012,,CAR - Cordillera Administrative Region
16.4597,120.5809,09/14/2014,,CAR - Cordillera Administrative Region
16.4605,120.5765,10/09/2009,,CAR - Cordillera Administrative Region
16.4617,120.5885,21/10/2020,14:30:00,CAR - Cordillera Administrative Region
16.4792,121.0457,17/11/2024,23:00:00,Region II - Cagayan Valley
16.4946,120.6524,10/15/2016,,CAR - Cordillera Administrative Region
16.4992,120.566,10/09/2009,,CAR - Cordillera Administrative Region
16.4996,120.8329,02/03/2011,,CAR - Cordillera Administrative Region
16.5127,120.6336,11/08/2013,,CAR - Cordillera Administrative Region
16.5132,120.8246,07/08/2014,,CAR - Cordillera Administrative Region
16.525,121.028,18/09/2024,18:06:00,Region II - Cagayan Valley
16.5364,120.8512,10/03/2009,,CAR - Cordillera Administrative Region
16.5505,120.8299,11/16/2011,,CAR - Cordillera Administrative Region
16.5545,120.4777,31/05/2023,10:00:00,Region I - Ilocos Region
16.5669,120.839,10/18/2010,,CAR - Cordillera Administrative Region
16.5702,120.5204,03/17/2011,,CAR - Cordillera Administrative Region
16.5713,120.7325,04/22/2016,,CAR - Cordillera Administrative Region
16.5726,120.3783,23/08/2022,18:37:00,Region I - Ilocos Region
16.574445,120.732714,08/30/2016,,CAR - Cordillera Administrative Region
16.5789,120.3843,03/09/2022,16:59:00,Region I - Ilocos Region
16.5806,120.4723,22/08/2022,15:00:00,Region I - Ilocos Region
16.5857,120.4201,10/18/2010,,Region I - Ilocos Region
16.6017,120.3894,03/09/2022,13:32:00,Region I - Ilocos Region
16.6066,120.6202,08/07/2015,,CAR - Cordillera Administrative Region
16.6085,120.6365,05/26/2010,,CAR - Cordillera Administrative Region
16.621,120.4606,03/09/2022,13:00:00,Region I - Ilocos Region
16.6233,120.4867,31/05/2023,16:00:00,Region I - Ilocos Region
16.6341,120.3293,01/06/2023,05:52:00,Region I - Ilocos Region
16.6486,121.0932,17/11/2024,20:40:00,CAR - Cordillera Administrative Region
16.6604,120.9317,08/02/2011,,CAR - Cordillera Administrative Region
16.6619,121.6386,01/07/2012,,Region II - Cagayan Valley
16.6623,120.6663,09/09/2009,,CAR - Cordillera Administrative Region
16.6926,121.8819,29/10/2022,,Region II - Cagayan Valley
16.6962,121.2282,12/11/2020,18:00:00,CAR - Cordillera Administrative Region
16.6962,120.6583,10/20/2016,,CAR - Cordillera Administrative Region
16.7061,121.1089,12/11/2020,,CAR - Cordillera Administrative Region
16.7103,121.8905,29/10/2022,,Region II - Cagayan Valley
16.7118,120.7017,02/09/2023,17:00:00,CAR - Cordillera Administrative Region
16.7132,120.9868,10/16/2016,,CAR - Cordillera Administrative Region
16.7133,120.9878,07/21/2013,,CAR - Cordillera Administrative Region
16.7221,121.0046,01/27/2011,,CAR - Cordillera Administrative Region
16.7259,120.665,10/12/2011,,CAR - Cordillera Administrative Region
16.7432,120.8269,09/26/2009,,CAR - Cordillera Administrative Region
16.7437,120.8269,08/19/2013,,CAR - Cordillera Administrative Region
16.7449,120.8252,10/08/2009,,CAR - Cordillera Administrative Region
16.7515,120.7678,08/21/2015,,CAR - Cordillera Administrative Region
16.7515,120.7678,21/08/2015,04:00:00,CAR - Cordillera Administrative Region
16.7629,120.5108,31/05/2023,11:00:00,Region I - Ilocos Region
16.7667,120.7617,08/19/2013,,CAR - Cordillera Administrative Region
16.7667,120.7617,11/24/2009,,CAR - Cordillera Administrative Region
16.7693,120.8036,10/20/2016,,CAR - Cordillera Administrative Region
16.8237,120.687,10/19/2015,,CAR - Cordillera Administrative Region
16.8336,121.1151,09/29/2009,,CAR - Cordillera Administrative Region
16.8358,121.0017,10/20/2016,,CAR - Cordillera Administrative Region
16.8388,121.0049,21/10/2020,13:00:00,CAR - Cordillera Administrative Region
16.8431,121.1138,11/14/2014,,CAR - Cordillera Administrative Region
16.846255,120.4843,23/07/2024,17:10:00,Region I - Ilocos Region
16.846255,120.4843,24/07/2024,16:15:00,Region I - Ilocos Region
16.846255,120.4843,24/07/2024,22:28:00,Region I - Ilocos Region
16.8504,120.5527,23/07/2024,17:00:00,Region I - Ilocos Region
16.8668,120.7834,22/08/2015,03:00:00,CAR - Cordillera Administrative Region
16.8694,121.1024,09/27/2011,,CAR - Cordillera Administrative Region
16.8787,120.5112,03/09/2022,18:00:00,Region I - Ilocos Region
16.8828,120.7802,12/26/2011,,CAR - Cordillera Administrative Region
16.8937,120.7783,12/07/2010,,CAR - Cordillera Administrative Region
16.8973,120.7978,21/10/2020,12:00:00,CAR - Cordillera Administrative Region
16.9,120.4525,07/20/2011,,Region I - Ilocos Region
16.9266,121.4588,12/11/2020,22:00:00,CAR - Cordillera Administrative Region
