lat,long,date,time,region
9.9781,125.2745,29/10/2022,09:36:00,Region VIII - Eastern Visayas
9.986,118.967,18/12/2021,,Region IV-B - MIMAROPA
9.998,118.999,18/12/2021,,Region IV-B - MIMAROPA
10.0093,125.5747,11/01/2023,,Region XIII - Caraga
10.015,119.0718,17/12/2021,,Region IV-B - MIMAROPA
10.0291,119.1234,17/12/2021,,Region IV-B - MIMAROPA
10.0296,125.017,18/02/2023,,Region VIII - Eastern Visayas
10.03714,123.4795419,01/13/2017,,Region VII - Central Visayas
10.0599,125.6266,10/15/2016,,Region XIII - Caraga
10.0649,119.1983,17/12/2021,,Region IV-B - MIMAROPA
10.0692,125.6036,01/13/2014,,Region XIII - Caraga
10.0705,125.6072,15/01/2023,,Region XIII - Caraga
10.0738,125.0228,18/02/2023,,Region VIII - Eastern Visayas
10.0738,125.0228,29/10/2022,,Region VIII - Eastern Visayas
10.0747,125.5672,05/27/2011,,Region XIII - Caraga
10.0884,124.981,08/18/2013,,Region VIII - Eastern Visayas
10.094,124.9983,29/10/2022,,Region VIII - Eastern Visayas
10.1,125.6,01/04/2010,,Region XIII - Caraga
10.1068,125.2161,26/10/2022,,Region VIII - Eastern Visayas
10.1206,124.9247,29/10/2022,,Region VIII - Eastern Visayas
10.1654,124.8406,18/07/2024,,Region VIII - Eastern Visayas
10.177,124.8728,29/10/2022,,Region VIII - Eastern Visayas
10.182,123.6703,06/30/2015,,Region VII - Central Visayas
10.1821,124.8379,10/04/2022,12:00:00,Region VIII - Eastern Visayas
10.1833,123.6833,10/15/2010,,Region VII - Central Visayas
10.1943788,123.564923,01/15/2017,,Region VII - Central Visayas
10.1986,124.8729,29/10/2022,,Region VIII - Eastern Visayas
10.1999,123.7215,12/12/2010,,Region VII - Central Visayas
10.2143,125.5872,01/27/2011,,Region XIII - Caraga
10.2162,124.8761,10/04/2022,12:00:00,Region VIII - Eastern Visayas
10.232,123.7294,08/17/2015,,Region VII - Central Visayas
10.2443,123.8332,01/05/2012,,Region VII - Central Visayas
10.2451,123.8332,10/16/2016,,Region VII - Central Visayas
10.2463,124.8773,29/10/2022,,Region VIII - Eastern Visayas
10.2714,123.8476,10/06/2014,,Region VII - Central Visayas
10.2736,123.818,08/24/2010,,Region VII - Central Visayas
10.2754,123.8252,10/16/2010,,Region VII - Central Visayas
10.2813,123.8257,01/08/2016,22:00:00,Region VII - Central Visayas
10.2825,125.5768,01/02/2011,,Region XIII - Caraga
10.2833,125.0667,12/10/2010,,Region VIII - Eastern Visayas
10.2833,123.8667,08/16/2016,,Region VII - Central Visayas
10.283626,123.821113,09/08/2016,,Region VII - Central Visayas
10.283626,123.821113,08/09/2016,11:00:00,Region VII - Central Visayas
10.294,123.8131,12/10/2010,,Region VII - Central Visayas
10.2976,123.8654,07/21/2013,,Region VII - Central Visayas
10.3026,123.9067,09/26/2009,,Region VII - Central Visayas
10.3094,125.0981,01/05/2011,,Region VIII - Eastern Visayas
10.310885,123.823355,01/02/2011,,Region VII - Central Visayas
10.3128,125.1159,09/10/2010,,Region VIII - Eastern Visayas
10.313,123.8946,07/20/2013,,Region VII - Central Visayas
10.3151,123.8485,26/10/2022,13:53:00,Region VII - Central Visayas
10.3156,123.8955,06/12/2013,,Region VII - Central Visayas
10.316,123.8804,08/22/2011,,Region VII - Central Visayas
10.3163,123.8529,12/07/2008,,Region VII - Central Visayas
10.3166,123.8452,01/18/2011,,Region VII - Central Visayas
10.3177097,123.8475216,10/18/2010,,Region VII - Central Visayas
10.3178,123.7808,07/10/2016,23:00:00,Region VII - Central Visayas
10.32,123.84,11/09/2011,,Region VII - Central Visayas
10.3281,123.8538,11/24/2009,,Region VII - Central Visayas
10.3286,123.8896,04/11/2017,,Region VII - Central Visayas
10.329,123.888,07/21/2013,,Region VII - Central Visayas
10.329022,123.876998,11/05/2016,,Region VII - Central Visayas
10.3292,123.8872,28/10/2022,13:41:00,Region VII - Central Visayas
10.3315,123.8789,12/01/2016,,Region VII - Central Visayas
10.3318,123.8866,08/06/2009,,Region VII - Central Visayas
10.3322,123.8835,29/10/2022,11:40:00,Region VII - Central Visayas
10.3336,123.8978,10/16/2010,,Region VII - Central Visayas
10.335,123.8725,09/07/2014,,Region VII - Central Visayas
10.3351,123.8799,11/24/2009,,Region VII - Central Visayas
10.3353,123.8725,28/10/2022,09:30:00,Region VII - Central Visayas
10.3367,123.8425,29/10/2022,10:34:00,Region VII - Central Visayas
10.3367,123.8425,26/10/2022,14:53:00,Region VII - Central Visayas
10.3372,125.1395,13/01/2023,,Region VIII - Eastern Visayas
10.34,123.9275,10/16/2010,,Region VII - Central Visayas
10.3402,125.0778,02/16/2012,,Region VIII - Eastern Visayas
10.3419,123.8842,11/16/2011,,Region VII - Central Visayas
10.342048,123.861028,05/08/2011,,Region VII - Central Visayas
10.342048,123.861028,14/12/2016,08:00:00,Region VII - Central Visayas
10.3456,123.8969,08/12/2011,,Region VII - Central Visayas
10.3461,124.8195,12/04/2022,17:00:00,Region VIII - Eastern Visayas
10.3476,123.913,26/10/2022,12:26:00,Region VII - Central Visayas
10.3479,123.881,10/06/2014,,Region VII - Central Visayas
10.3494,123.9334,08/08/2013,,Region VII - Central Visayas
10.349849,123.878321,11/05/2016,,Region VII - Central Visayas
10.3503,125.1094,12/26/2011,,Region VIII - Eastern Visayas
10.3504,123.8815,01/25/2011,,Region VII - Central Visayas
10.35176697,123.8780348,01/14/2017,,Region VII - Central Visayas
10.35176697,123.8780348,14/01/2017,12:00:00,Region VII - Central Visayas
10.3607,123.8842,08/16/2015,,Region VII - Central Visayas
10.3617,125.2385,26/10/2022,,Region VIII - Eastern Visayas
10.3622,123.8639,07/20/2013,,Region VII - Central Visayas
10.37,123.97,12/27/2011,,Region VII - Central Visayas
10.37,123.89,07/04/2011,,Region VII - Central Visayas
10.370659,123.874349,25/09/2017,22:00:00,Region VII - Central Visayas
10.3708,123.7619,12/11/2013,,Region VII - Central Visayas
10.3751,123.8524,30/10/2022,07:10:00,Region VII - Central Visayas
10.3771,123.9195,28/10/2022,11:24:00,Region VII - Central Visayas
10.379057,123.913048,09/28/2017,,Region VII - Central Visayas
10.379057,123.913048,28/09/2017,21:00:00,Region VII - Central Visayas
10.38,123.9,08/21/2011,,Region VII - Central Visayas
10.38,123.89,12/08/2008,,Region VII - Central Visayas
10.3819,124.9206,28/10/2022,,Region VIII - Eastern Visayas
10.3856,124.9806,23/07/2023,06:00:00,Region VIII - Eastern Visayas
10.3861,124.98,03/20/2011,,Region VIII - Eastern Visayas
10.3863054,124.980934,09/17/2012,,Region VIII - Eastern Visayas
10.3879,123.9179,08/14/2011,,Region VII - Central Visayas
10.39,123.92,02/14/2012,,Region VII - Central Visayas
10.3926,124.9845,12/26/2012,,Region VIII - Eastern Visayas
10.3932,124.8132,10/04/2022,17:00:00,Region VIII - Eastern Visayas
10.395,123.9153,08/04/2011,,Region VII - Central Visayas
10.3957,123.8508,28/10/2022,12:04:00,Region VII - Central Visayas
10.3968,123.9075,10/10/2016,,Region VII - Central Visayas
10.3981,123.9047,30/10/2022,00:30:00,Region VII - Central Visayas
10.4039,124.9795,12/30/2014,,Region VIII - Eastern Visayas
10.4094,123.8681,29/10/2022,14:10:00,Region VII - Central Visayas
10.41107984,123.877217,06/26/2011,,Region VII - Central Visayas
10.41208679,123.8705795,04/11/2017,,Region VII - Central Visayas
10.4141,123.8722,28/10/2022,07:06:00,Region VII - Central Visayas
10.42,123.91,02/14/2012,,Region VII - Central Visayas
10.42315598,123.9151978,01/15/2017,,Region VII - Central Visayas
10.42450171,123.9428072,05/24/2017,,Region VII - Central Visayas
10.4249,123.9149,27/10/2022,15:17:00,Region VII - Central Visayas
10.4278,123.8889,28/10/2022,12:28:00,Region VII - Central Visayas
10.43,125.0076,10/04/2022,12:00:00,Region VIII - Eastern Visayas
10.43,125.0076,19/07/2024,,Region VIII - Eastern Visayas
10.43,123.9115,08/12/2013,,Region VII - Central Visayas
10.4301,123.7621,28/10/2022,,Region VII - Central Visayas
10.4346,123.9097,27/10/2022,14:47:00,Region VII - Central Visayas
10.4416,123.8387,26/10/2022,15:28:00,Region VII - Central Visayas
10.442036,123.8760501,01/20/2017,,Region VII - Central Visayas
10.4524,123.2617,11/24/2009,,Region VI - Western Visayas
10.4526,123.0553,28/10/2022,10:00:00,Region VI - Western Visayas
10.4578,123.7756,02/05/2011,,Region VII - Central Visayas
10.4697,121.975,29/10/2022,,Region VI - Western Visayas
10.4769,121.9295,17/07/2023,07:00:00,Region VI - Western Visayas
10.4775,123.763,12/29/2014,,Region VII - Central Visayas
10.47892965,125.0030939,12/26/2012,,Region VIII - Eastern Visayas
10.4792,124.9986,01/02/2011,,Region VIII - Eastern Visayas
10.4801,121.9545,28/10/2022,,Region VI - Western Visayas
10.48486923,125.0019461,10/13/2011,,Region VIII - Eastern Visayas
10.4876,125.1857,14/12/2021,,Region VIII - Eastern Visayas
10.4948,121.925,30/10/2022,,Region VI - Western Visayas
10.4955,121.9525,22/07/2023,03:00:00,Region VI - Western Visayas
10.497,123.3599,12/04/2022,07:08:00,Region VI - Western Visayas
10.503,121.9191,30/10/2022,,Region VI - Western Visayas
10.5085,121.9322,28/10/2022,,Region VI - Western Visayas
10.509,124.9789,12/08/2008,,Region VIII - Eastern Visayas
10.5284,121.9815,28/10/2022,,Region VI - Western Visayas
10.5528,122.6488,29/10/2022,,Region VI - Western Visayas
10.5641,123.2547,12/28/2014,,Region VI - Western Visayas
10.5642,122.0895,31/07/2023,01:00:00,Region VI - Western Visayas
10.57,123.72,10/17/2010,,Region VII - Central Visayas
10.57172733,125.1066087,10/25/2012,,Region VIII - Eastern Visayas
10.5768,121.9663,29/10/2022,,Region VI - Western Visayas
10.5785,124.8703,10/04/2022,17:00:00,Region VIII - Eastern Visayas
10.5906,122.1394,11/04/2010,,Region VI - Western Visayas
10.6053,122.0227,30/07/2022,,Region VI - Western Visayas
10.6073,124.9705,07/01/2015,,Region VIII - Eastern Visayas
10.619,122.0215,29/10/2022,,Region VI - Western Visayas
10.6235,123.8937,02/12/2012,,Region VII - Central Visayas
10.6245,124.9242,12/04/2022,17:00:00,Region VIII - Eastern Visayas
10.6322,124.9329,12/04/2022,17:00:00,Region VIII - Eastern Visayas
10.6324,124.7791,10/04/2022,17:00:00,Region VIII - Eastern Visayas
10.6329,123.9845,28/10/2022,,Region VII - Central Visayas
10.6344,122.6212,28/08/2023,,Region VI - Western Visayas
10.6352,122.9579,11/04/2022,09:45:00,Region Not Found
10.6377,124.8639,12/04/2022,17:00:00,Region VIII - Eastern Visayas
10.6468,122.2416,08/30/2012,,Region VI - Western Visayas
10.6472,122.0262,18/07/2023,,Region VI - Western Visayas
10.6575,124.9658,08/19/2013,,Region VIII - Eastern Visayas
10.6587,122.0056,29/10/2022,,Region VI - Western Visayas
10.6593,125.0546,03/17/2011,,Region VIII - Eastern Visayas
10.6652,124.8218,10/04/2022,17:00:00,Region VIII - Eastern Visayas
10.6789,124.8223,10/04/2022,17:00:00,Region VIII - Eastern Visayas
10.6856,123.4943,13/04/2022,,Region VI - Western Visayas
10.6985,123.1732,11/04/2022,23:30:00,Region VI - Western Visayas
10.7004,124.9668,02/16/2012,,Region VIII - Eastern Visayas
10.7061,125.0064,12/04/2022,12:00:00,Region VIII - Eastern Visayas
10.7087,123.0696,11/01/2023,10:00:00,Region VI - Western Visayas
10.7087,123.0696,11/04/2022,,Region VI - Western Visayas
10.7088,123.396,13/01/2021,11:00:00,Region VI - Western Visayas
10.7093,122.0643,30/07/2022,,Region VI - Western Visayas
10.71,125.01,10/20/2016,,Region VIII - Eastern Visayas
10.7129,123.4391,13/01/2021,11:00:00,Region VI - Western Visayas
10.71318264,122.26521,05/08/2018,02:00:00,Region VI - Western Visayas
10.715,123.3788,13/01/2021,11:00:00,Region VI - Western Visayas
10.715,122.2342,10/07/2013,,Region VI - Western Visayas
10.717,123.511,07/26/2011,,Region VI - Western Visayas
10.7281,123.4866,13/01/2021,11:00:00,Region VI - Western Visayas
10.7293,122.0634,30/07/2022,,Region VI - Western Visayas
10.7383,123.1829,13/01/2023,10:00:00,Region VI - Western Visayas
10.7393,123.4455,13/01/2021,11:00:00,Region VI - Western Visayas
10.7463,122.0864,27/07/2022,,Region VI - Western Visayas
10.7466,121.9499,29/07/2022,,Region VI - Western Visayas
10.747,122.9672,09/05/2012,,Region VI - Western Visayas
10.7495,121.935,30/07/2022,,Region VI - Western Visayas
10.7551,123.0845,11/04/2022,08:00:00,Region VI - Western Visayas
10.7668,122.0705,12/04/2022,,Region VI - Western Visayas
10.77,123.98,10/17/2010,,Region VII - Central Visayas
10.7808,122.2845,29/08/2023,,Region VI - Western Visayas
10.7832,122.0721,12/04/2022,,Region VI - Western Visayas
10.7886,122.5363,07/14/2010,,Region VI - Western Visayas
10.7898,122.3205,29/08/2023,,Region VI - Western Visayas
10.8167,122.4167,07/29/2013,,Region VI - Western Visayas
10.8256,122.0135,28/10/2022,,Region VI - Western Visayas
10.8388,123.495,02/02/2011,,Region VI - Western Visayas
10.8643,122.9871,27/10/2022,,Region VI - Western Visayas
10.8665,124.7248,29/10/2022,,Region VIII - Eastern Visayas
10.8799,124.7413,19/07/2024,,Region VIII - Eastern Visayas
10.8844,124.7289,29/10/2022,,Region VIII - Eastern Visayas
10.9015,122.0233,28/10/2022,,Region VI - Western Visayas
10.9044,122.0734,28/10/2022,,Region VI - Western Visayas
10.9044,122.0734,12/04/2022,,Region VI - Western Visayas
10.9066,124.9608,11/04/2022,11:00:00,Region VIII - Eastern Visayas
10.9068,122.0531,28/10/2022,,Region VI - Western Visayas
10.9106,122.015,12/04/2022,,Region VI - Western Visayas
10.9171,124.6951,29/10/2022,,Region VIII - Eastern Visayas
10.9232,122.3935,30/08/2023,,Region VI - Western Visayas
10.9356,124.4728,12/04/2022,17:00:00,Region VIII - Eastern Visayas
10.9356,124.4728,17/07/2024,,Region VIII - Eastern Visayas
10.9426,122.3776,30/08/2023,,Region VI - Western Visayas
10.9459,122.4532,30/08/2023,,Region VI - Western Visayas
10.9465,124.4447,12/04/2022,17:00:00,Region VIII - Eastern Visayas
10.9511,122.0411,25/07/2023,,Region VI - Western Visayas
10.9603,122.6707,11/01/2023,16:00:00,Region VI - Western Visayas
10.9658,122.1211,12/04/2022,,Region VI - Western Visayas
10.9781,124.7491,18/02/2023,08:00:00,Region VIII - Eastern Visayas
11.0099,122.0656,12/04/2022,,Region VI - Western Visayas
11.012,122.1632,25/07/2023,,Region VI - Western Visayas
11.013,122.1187,12/04/2022,,Region VI - Western Visayas
11.01601242,124.7102698,07/10/2017,,Region VIII - Eastern Visayas
11.0249,122.5395,28/10/2022,,Region VI - Western Visayas
11.0284,122.1352,12/04/2022,,Region VI - Western Visayas
11.03424851,124.8442658,08/21/2015,,Region VIII - Eastern Visayas
11.0382,122.5313,28/10/2022,,Region VI - Western Visayas
11.0385,122.46,28/10/2022,,Region VI - Western Visayas
11.039,122.1415,12/04/2022,,Region VI - Western Visayas
11.0391,124.6291,05/07/2011,,Region VIII - Eastern Visayas
11.0407,122.4444,12/04/2022,,Region VI - Western Visayas
11.0461,122.4953,12/04/2022,,Region VI - Western Visayas
11.0511,122.4773,11/04/2022,,Region VI - Western Visayas
11.055,122.5144,28/10/2022,,Region VI - Western Visayas
11.0574,122.4793,28/08/2023,,Region VI - Western Visayas
11.0574,122.4793,12/04/2022,,Region VI - Western Visayas
11.059,122.6982,11/04/2022,,Region VI - Western Visayas
11.0632,122.1376,12/04/2022,03:00:00,Region VI - Western Visayas
11.0707,122.4474,12/04/2022,,Region VI - Western Visayas
11.0764,122.4803,12/04/2022,,Region VI - Western Visayas
11.0769,122.4352,12/04/2022,,Region VI - Western Visayas
11.0838,122.4006,12/04/2022,,Region VI - Western Visayas
11.0918,122.4255,28/10/2022,,Region VI - Western Visayas
11.0942,122.4677,12/04/2022,,Region VI - Western Visayas
11.101,122.5294,12/04/2022,,Region VI - Western Visayas
11.1023,122.4353,11/04/2022,,Region VI - Western Visayas
11.1049,122.4161,11/04/2022,,Region VI - Western Visayas
11.1062,125.2117,11/04/2022,11:00:00,Region VIII - Eastern Visayas
11.10694035,124.6873744,12/17/2017,,Region VIII - Eastern Visayas
11.1074,122.474,11/04/2022,,Region VI - Western Visayas
11.1077,124.4559,17/07/2024,,Region VIII - Eastern Visayas
11.1088,125.0183,12/30/2014,,Region VIII - Eastern Visayas
11.1091,122.0908,11/04/2022,20:00:00,Region VI - Western Visayas
11.1097,122.072,12/04/2022,,Region VI - Western Visayas
11.1162,122.5276,12/04/2022,13:30:00,Region VI - Western Visayas
11.1171,122.4585,28/10/2022,,Region VI - Western Visayas
11.1181,122.4527,28/10/2022,,Region VI - Western Visayas
11.12,122.0918,11/04/2022,20:00:00,Region VI - Western Visayas
11.1209,122.5776,12/04/2022,13:30:00,Region VI - Western Visayas
11.1279,122.1193,11/04/2022,20:00:00,Region VI - Western Visayas
11.1302,125.2603,01/25/2011,,Region VIII - Eastern Visayas
11.1302,125.2603,03/01/2015,15:00:00,Region VIII - Eastern Visayas
11.1317,122.538,12/04/2022,13:30:00,Region VI - Western Visayas
11.1345,124.9677,03/16/2011,,Region VIII - Eastern Visayas
11.1353,122.3324,28/10/2022,,Region VI - Western Visayas
11.1457,122.0845,12/04/2022,,Region VI - Western Visayas
11.1485,124.4703,19/07/2024,,Region VIII - Eastern Visayas
11.1521,124.8327,12/04/2022,17:00:00,Region VIII - Eastern Visayas
11.1548,122.0934,12/04/2022,,Region VI - Western Visayas
11.1574,122.4307,12/04/2022,13:30:00,Region VI - Western Visayas
11.1604,122.4237,12/04/2022,13:30:00,Region VI - Western Visayas
11.1636,119.4139,14/07/2023,14:30:00,Region IV-B - MIMAROPA
11.1711,122.569,11/04/2022,18:00:00,Region VI - Western Visayas
11.1732,122.0986,12/04/2022,,Region VI - Western Visayas
11.1765,122.7498,11/04/2022,,Region VI - Western Visayas
11.1787,122.5385,12/04/2022,13:30:00,Region VI - Western Visayas
11.1841,122.0712,12/04/2022,,Region VI - Western Visayas
11.1895,125.3595,25/05/2024,00:00:00,Region VIII - Eastern Visayas
11.1904,122.0501,31/10/2022,,Region VI - Western Visayas
11.1904,122.0501,11/04/2022,,Region VI - Western Visayas
11.1931,122.0849,31/10/2022,,Region VI - Western Visayas
11.1955,122.0385,11/04/2022,,Region VI - Western Visayas
11.2006,122.0546,11/04/2022,,Region VI - Western Visayas
11.2075,122.0602,12/04/2022,,Region VI - Western Visayas
11.2198,122.5726,11/04/2022,18:00:00,Region VI - Western Visayas
11.2241,122.8,12/04/2022,,Region VI - Western Visayas
11.2326,124.9577,03/19/2011,,Region VIII - Eastern Visayas
11.2398,122.8371,12/04/2022,,Region VI - Western Visayas
11.2411,124.996,03/16/2011,,Region VIII - Eastern Visayas
11.2462,124.9944,07/17/2015,,Region VIII - Eastern Visayas
11.252,124.9599,03/19/2011,,Region VIII - Eastern Visayas
11.2529,124.9736,10/18/2010,,Region VIII - Eastern Visayas
11.2535,124.9682,03/16/2011,,Region VIII - Eastern Visayas
11.2617,122.7484,12/04/2022,,Region VI - Western Visayas
11.2642,122.0754,27/10/2022,,Region VI - Western Visayas
11.2893,122.6534,11/04/2022,,Region VI - Western Visayas
11.2923,122.5841,15/02/2023,13:00:00,Region VI - Western Visayas
11.2923,122.5841,11/04/2022,,Region VI - Western Visayas
11.3003,124.4672,11/01/2023,,Region VIII - Eastern Visayas
11.3021,122.7252,11/04/2022,,Region VI - Western Visayas
11.3206,124.5665,10/04/2022,17:00:00,Region VIII - Eastern Visayas
11.3302,122.7119,11/04/2022,,Region VI - Western Visayas
11.3516,122.6439,11/04/2022,,Region VI - Western Visayas
11.3533,122.6264,11/04/2022,,Region VI - Western Visayas
11.3541,123.1283,28/10/2022,,Region VI - Western Visayas
11.3542,124.8091,09/01/2023,,Region VIII - Eastern Visayas
11.37,122.8813,11/04/2022,,Region VI - Western Visayas
11.3771,122.0946,27/10/2022,,Region VI - Western Visayas
11.3771,122.0946,12/04/2022,,Region VI - Western Visayas
11.3794,122.5316,27/10/2022,,Region VI - Western Visayas
11.3843,123.0574,11/04/2022,17:00:00,Region VI - Western Visayas
11.3945,122.1019,27/10/2022,,Region VI - Western Visayas
11.3955,122.5479,11/04/2022,,Region VI - Western Visayas
11.3961,122.0889,27/10/2022,,Region VI - Western Visayas
11.4071,124.812,10/01/2023,,Region VIII - Eastern Visayas
11.4071,124.812,18/11/2023,,Region VIII - Eastern Visayas
11.4129,122.9871,12/04/2022,,Region VI - Western Visayas
11.4224,122.9728,12/04/2022,,Region VI - Western Visayas
11.4278,122.5666,21/11/2023,,Region VI - Western Visayas
11.438,122.9934,11/04/2022,23:00:00,Region VI - Western Visayas
11.4519,124.9631,13/04/2022,11:00:00,Region VIII - Eastern Visayas
11.4564,122.9545,11/04/2022,,Region VI - Western Visayas
11.4728,122.3224,27/10/2022,,Region VI - Western Visayas
11.4763,123.0207,11/04/2022,,Region VI - Western Visayas
11.4834,122.9913,11/04/2022,,Region VI - Western Visayas
11.4849,123.0639,11/04/2022,,Region VI - Western Visayas
11.4884,122.2696,30/10/2022,,Region VI - Western Visayas
11.5032,122.4563,31/10/2022,,Region VI - Western Visayas
11.5105,122.295,30/10/2022,,Region VI - Western Visayas
11.5122,124.5122,11/01/2023,,Region VIII - Eastern Visayas
11.5278,122.122,24/07/2023,,Region VI - Western Visayas
11.5322,122.2842,30/10/2022,,Region VI - Western Visayas
11.5344,122.2481,30/10/2022,,Region VI - Western Visayas
11.5375,122.3749,10/25/2012,,Region VI - Western Visayas
11.542,122.2847,30/10/2022,,Region VI - Western Visayas
11.5515,125.0725,01/11/2014,,Region VIII - Eastern Visayas
11.5516,122.2691,27/10/2022,,Region VI - Western Visayas
11.5516,122.2691,30/10/2022,,Region VI - Western Visayas
11.551766,124.552765,12/18/2017,,Region VIII - Eastern Visayas
11.565,124.9281,13/04/2022,11:00:00,Region VIII - Eastern Visayas
11.5735,122.1001,05/10/2011,,Region VI - Western Visayas
11.5855,125.3918,13/01/2023,16:00:00,Region VIII - Eastern Visayas
11.5894,122.0977,24/07/2023,13:30:00,Region VI - Western Visayas
11.6064,121.6896,01/20/2014,,Region VI - Western Visayas
11.6064,121.6896,17/07/2015,09:00:00,Region VI - Western Visayas
11.6199,124.7865,13/04/2022,11:00:00,Region VIII - Eastern Visayas
11.7,125.0667,01/01/2011,,Region VIII - Eastern Visayas
11.7148,125.0704,09/14/2012,,Region VIII - Eastern Visayas
11.7453,125.4275,24/05/2024,10:00:00,Region VIII - Eastern Visayas
11.7652,122.2423,29/10/2022,,Region VI - Western Visayas
11.7771,124.8872,10/21/2011,,Region VIII - Eastern Visayas
11.78,124.89,03/20/2012,,Region VIII - Eastern Visayas
11.7833,124.8834,03/20/2012,,Region VIII - Eastern Visayas
11.7836,124.8768,18/11/2023,,Region VIII - Eastern Visayas
11.7841,124.8761,12/30/2014,,Region VIII - Eastern Visayas
11.7925,122.2232,29/10/2022,,Region VI - Western Visayas
11.8006,125.3731,02/20/2013,,Region VIII - Eastern Visayas
11.811,125.1507,11/24/2009,,Region VIII - Eastern Visayas
11.8154,122.0943,01/30/2012,,Region VI - Western Visayas
11.8561,119.9404,29/10/2022,10:00:00,Region IV-B - MIMAROPA
11.8567,122.0464,04/09/2024,03:15:00,Region VI - Western Visayas
11.8567,122.0464,24/07/2023,18:00:00,Region VI - Western Visayas
11.8824,122.0053,11/04/2022,,Region VI - Western Visayas
11.8884,119.9951,29/08/2023,20:00:00,Region IV-B - MIMAROPA
11.8884,119.9951,29/10/2022,,Region IV-B - MIMAROPA
11.8889,120.0214,29/10/2022,,Region IV-B - MIMAROPA
11.8895,119.939,07/26/2011,,Region IV-B - MIMAROPA
11.8904,120.0211,28/08/2023,09:00:00,Region IV-B - MIMAROPA
11.8904,120.0211,29/10/2022,,Region IV-B - MIMAROPA
12.0311,124.9919,01/08/2011,,Region VIII - Eastern Visayas
12.0358,120.0162,29/08/2023,16:30:00,Region IV-B - MIMAROPA
12.0499,120.1783,30/10/2022,,Region IV-B - MIMAROPA
12.1512,123.6452,01/16/2017,,Region V - Bicol Region
12.1546,123.9052,13/01/2023,15:30:00,Region V - Bicol Region
12.1969,124.5528,01/17/2014,,Region VIII - Eastern Visayas
12.2079,124.5854,20/11/2023,,Region VIII - Eastern Visayas
12.2512,120.0102,29/10/2022,18:51:00,Region IV-B - MIMAROPA
12.282,124.6167,10/18/2010,,Region VIII - Eastern Visayas
12.2949,124.5644,12/01/2023,,Region VIII - Eastern Visayas
12.2953,125.2864,29/10/2022,,Region VIII - Eastern Visayas
12.296,124.5971,20/11/2023,,Region VIII - Eastern Visayas
12.2981,124.3481,25/05/2024,,Region VIII - Eastern Visayas
12.3254,121.3435,12/11/2020,16:00:00,Region IV-B - MIMAROPA
12.3299,124.6465,19/11/2023,,Region VIII - Eastern Visayas
12.34,122.56,12/17/2017,,Region IV-B - MIMAROPA
12.3425,122.6824,13/09/2024,,Region IV-B - MIMAROPA
12.3525,124.585,19/11/2023,,Region VIII - Eastern Visayas
12.3637,124.924,21/11/2023,,Region VIII - Eastern Visayas
12.3758,125.0492,21/11/2023,,Region VIII - Eastern Visayas
12.3825,124.3354,11/01/2023,,Region VIII - Eastern Visayas
12.3912,121.3983,13/09/2024,,Region IV-B - MIMAROPA
12.394284,122.45898,01/20/2011,,Region IV-B - MIMAROPA
12.394284,122.45898,17/12/2017,08:00:00,Region IV-B - MIMAROPA
12.424,125.0346,21/11/2023,,Region VIII - Eastern Visayas
12.4487,124.616,10/01/2023,19:08:00,Region VIII - Eastern Visayas
12.4582,124.6429,18/11/2023,14:13:00,Region VIII - Eastern Visayas
12.4642,122.44,31/12/2022,,Region IV-B - MIMAROPA
12.4783,124.6378,13/01/2023,,Region VIII - Eastern Visayas
12.533383,124.333258,11/10/2018,14:00:00,Region VIII - Eastern Visayas
12.5731,125.1504,29/10/2022,,Region VIII - Eastern Visayas
12.6,124.0757,21/01/2023,08:43:00,Region V - Bicol Region
12.6218,122.076,11/11/2020,17:00:00,Region IV-B - MIMAROPA
12.6672,123.9858,04/09/2024,13:00:00,Region V - Bicol Region
12.6714,121.3914,16/01/2023,09:00:00,Region IV-B - MIMAROPA
12.75380833,123.9084224,12/28/2018,,Region V - Bicol Region
12.7813,123.9179,20/01/2023,07:00:00,Region V - Bicol Region
12.7894,123.8635,05/05/2009,,Region V - Bicol Region
12.8223,123.8452,28/10/2022,,Region V - Bicol Region
12.8409,123.9831,18/02/2023,21:00:00,Region V - Bicol Region
12.8443,123.9441,13/01/2023,05:00:00,Region V - Bicol Region
12.8505,123.9029,18/02/2023,,Region V - Bicol Region
12.857,123.9581,13/01/2023,05:00:00,Region V - Bicol Region
12.8578,124.1433,21/11/2023,14:30:00,Region V - Bicol Region
12.8655,123.8805,18/02/2023,,Region V - Bicol Region
12.8693,124.131,27/01/2023,08:00:00,Region V - Bicol Region
12.8737,124.0076,13/01/2023,07:00:00,Region V - Bicol Region
12.8751,124.0476,14/01/2023,07:20:00,Region V - Bicol Region
12.8809,124.06,27/01/2023,06:00:00,Region V - Bicol Region
12.8836,120.9877,08/21/2011,,Region IV-B - MIMAROPA
12.8935,120.8677,29/08/2023,04:15:00,Region IV-B - MIMAROPA
12.9172,124.1116,19/11/2023,14:30:00,Region V - Bicol Region
12.9223,123.6725,28/10/2022,,Region V - Bicol Region
12.9773,123.8953,18/02/2023,10:00:00,Region V - Bicol Region
12.9903,123.8887,13/01/2023,10:37:00,Region V - Bicol Region
13.0536,121.4036,12/09/2014,,Region IV-B - MIMAROPA
13.06945762,123.9615021,09/24/2008,,Region V - Bicol Region
13.0785,123.8347,12/24/2013,,Region V - Bicol Region
